epoch,train_loss_XYZ,train_loss_mask,train_loss,val_loss_XYZ,val_loss_mask,val_loss
0,0.877501842902842,0.5713160749908216,1.4488179232528051,7.9062193192563575,1.047985471103747,8.954204887063806
1,0.2791451282692061,0.3580904895201331,0.6372356186138225,0.14910187055755153,0.36460174615755897,0.5137036156162048
2,0.11264311760521076,0.2778202779000204,0.39046339632971444,0.1333977653477396,0.33039928229860854,0.4637970487452538
3,0.10531767639384768,0.26268404278092083,0.36800172013666566,0.11390518111377339,0.2823913079799101,0.3962964896431363
4,0.09271140024478212,0.2528422270609153,0.34555362867983624,0.08252567466029727,0.2629548069474268,0.3454804816077241
5,0.08668019977366954,0.2490892901890219,0.33576949161165803,0.10411815063967465,0.26894939024891473,0.37306753759187233
6,0.09669129262987163,0.24204380323815636,0.33873509696733906,0.0961943911415989,0.23603728563033022,0.3322316767719291
7,0.09155965069042982,0.22122985221327385,0.31278950290370366,0.08666296887890076,0.21256405233809378,0.29922702231590026
8,0.08540434281199852,0.21397955564501012,0.29938389776993923,0.08978541270118195,0.33552022018967126,0.42530563069304184
9,0.08033189300086303,0.20774501506053666,0.28807691039743566,0.08840813441614134,0.2797972553775022,0.36820538979364353
10,0.07679541349652859,0.2021313843165144,0.2789267976756291,0.07635355215508678,0.2031750427586491,0.27952859491373583
11,0.07828958552400814,0.20301732073539036,0.281306903373707,0.0965136781906308,0.3424136006550803,0.4389272766478997
12,0.08871874348433947,0.20510104612994573,0.2938197887898019,0.09781136493415607,0.28267365861079685,0.3804850257427643
13,0.08641219282559212,0.1981985641554773,0.28461075464503344,0.09283068202501904,0.22316422961806126,0.3159949121925332
14,0.08335658000409053,0.19529184724342688,0.27864842628562025,0.09743505621817963,0.26984335662341047,0.36727841668776
15,0.07981590580364208,0.19058654368561337,0.2704024512756359,0.07934160695403022,0.19535948041617696,0.27470108462294296
16,0.0756092895851589,0.1842062484729954,0.25981553984453476,0.08799168102684977,0.23474780111889573,0.32273947665121705
17,0.07339745694005327,0.18126428682440895,0.25466174403929,0.07372543237729762,0.2095103637482916,0.2832357950266835
18,0.07105693564626925,0.17839004383540955,0.2494469793442649,0.0928355397376339,0.28987304694884647,0.38270858448866896
19,0.06836802784211958,0.17586059178518043,0.2442286204517833,0.06910565042741883,0.20059135503473535,0.2696970065610599
20,0.0664310810839457,0.17450204093664698,0.24093312174576492,0.06254908180957698,0.16387684550960507,0.2264259278686349
21,0.06550548358383058,0.1722585004508737,0.23776398527142922,0.06511580847357579,0.1726590283764499,0.23777483685002565
22,0.06491726883407098,0.17147516328133766,0.236392432871185,0.061725094848502,0.1625823895488165,0.22430748604567705
23,0.06991457407081404,0.17574876189583652,0.24566333624147832,0.08492438743511836,0.18412724884562084,0.26905163683019206
24,0.07891857337683428,0.182320247910991,0.2612388211504114,0.13545934869124826,0.4835191971257021,0.618978543619139
25,0.07572752364840027,0.1784823403416503,0.2542098639900506,0.07638106985253922,0.21460781912360571,0.29098888677833357
26,0.073238862771163,0.17535876976040973,0.24859763184450334,0.10449104780292792,0.3130137063233198,0.41750475632405915
27,0.07125740738229003,0.17308702617498922,0.24434443424434865,0.07594061031893642,0.20306291701519383,0.27900352678467744
28,0.07000722208176095,0.17108350156726365,0.2410907244735079,0.08164234349509608,0.2209628357999796,0.3026051792950757
29,0.06936237652971929,0.16873438297405052,0.23809675881670042,0.07607063119214545,0.21155420745720202,0.2876248419460645
30,0.06810581934755466,0.16744317427107172,0.2355489927941431,0.09045800452387087,0.3960533853301608,0.4865113832605975
31,0.06760276581958755,0.1663273331622979,0.23393009815740215,0.10296585131711312,0.37770569544274546,0.4806715478587643
32,0.06702460571216597,0.16708375040300216,0.23410835638999586,0.08778573785823356,0.34537930316278015,0.43316504157046654
33,0.06572896328162812,0.16381061140877962,0.22953957352238974,0.0742514724884413,0.2086305545758357,0.28288202651482414
34,0.06441695046068689,0.16087198671886552,0.22528893731696628,0.06250006072552858,0.16057611302991884,0.22307617210708888
35,0.06337837511567074,0.15943344972398352,0.2228118242899987,0.0726941280660376,0.2256774730914462,0.2983715989596724
36,0.06211411938956196,0.15739714915749772,0.21951126847835276,0.06184984839199919,0.16132323593340792,0.22317308240232214
37,0.061104268355041534,0.1554828976758157,0.2165871659621503,0.06837392209377964,0.2149229742872328,0.28329689857882384
38,0.060742085903322335,0.1542746855824779,0.2150167721041627,0.058541112856879,0.1510249368384876,0.2095660496953666
39,0.05937972491141924,0.15233617890193338,0.21171590491266368,0.05670885766985494,0.1465172751375356,0.20322613198321127
40,0.05874467085413456,0.1511527667160801,0.209897438325991,0.07242826706452356,0.24267940240799502,0.3151076733186885
41,0.05830893116446273,0.15025422367298572,0.20856315449391374,0.06424228504168249,0.18499973600944586,0.24924202434784543
42,0.05772774369184138,0.1489887138390972,0.20671645759964552,0.05614351904277956,0.14493238939120706,0.20107590870871306
43,0.05728678234342014,0.1477248089993321,0.2050115910679245,0.054689306095462284,0.14101192245265376,0.19570122909756887
44,0.057301452511880985,0.1480581547360014,0.20535960656081298,0.05477381056960354,0.14134573813384965,0.19611954732982106
45,0.05690142174283326,0.1470109128349604,0.20391233444037976,0.054329247722143974,0.1399202189878025,0.1942494658857672
46,0.05701050754569193,0.14670772724642345,0.20371823541047784,0.05414239282013744,0.13937042108503414,0.19351281115790736
47,0.06512055700498505,0.15591557056250407,0.22103612804843772,0.0716333175874741,0.1709102507361972,0.24254356887312414
48,0.06771006132570503,0.1601141170134451,0.2278241780643224,0.08696655915901724,0.24865503727862265,0.33562159863545127
49,0.06704194768741095,0.15902712979645625,0.22606907768998802,0.07574964963053532,0.20412369947166217,0.27987335459672597
50,0.06696749100690397,0.16018807041561503,0.2271555627966578,0.06476823888872929,0.1652065126066011,0.229974749297519
51,0.06516912676550637,0.15662386381331514,0.22179299133459784,0.0777687157633382,0.2519780709504378,0.32974678286760606
52,0.06375647758380024,0.15572810340129947,0.21948458105380664,0.08631644710063231,0.3531622961383302,0.43947874049169827
53,0.06313403818944599,0.15322155412252167,0.21635559141877744,0.08580990047757253,0.2944451078201114,0.3802550050009668
54,0.06294516109312122,0.15265949974636978,0.2156046613891465,0.08578894434601156,0.3106518217244331,0.3964407671693504
55,0.06236472816011731,0.15131870029773803,0.21368342845785535,0.05882338683909371,0.14725430239442527,0.20607768895879255
56,0.06188981651391371,0.15142921651038505,0.21331903268076405,0.06211673769451524,0.16536032313969987,0.2274770608342151
57,0.06144431452993448,0.14897477622403293,0.21041908999819106,0.07928431001120964,0.245604304745134,0.3248886153057965
58,0.06061620757461957,0.14796097179217252,0.2085771792293782,0.07634103671815191,0.24746042019673856,0.32380145911270186
59,0.06025607994136138,0.14647445646611054,0.20673053592652335,0.07396772459896617,0.22221306740006866,0.29618079419684623
60,0.059792533728501226,0.14552829923861935,0.20532083276099974,0.058396438076257,0.15043853438709337,0.20883497191389752
61,0.05899843505962622,0.1452419089242041,0.2042403432967609,0.06403065943172899,0.18932778487163307,0.2533584459517206
62,0.05869737485157788,0.1446139830058459,0.20331135730776828,0.07156070684437203,0.21956684095317988,0.2911275466986462
63,0.05820935680687274,0.14265288988060285,0.20086224648135476,0.05562002289831462,0.14097520361783583,0.19659522734032972
64,0.05766930740858435,0.14219457309037634,0.19986388104861622,0.07810849575518156,0.2815153702522098,0.3596238682052027
65,0.05748798821309711,0.14155795546925318,0.1990459447129544,0.06122710485461891,0.15186723706293248,0.21309434136809852
66,0.05761658355775068,0.14073914655545064,0.198355729357425,0.05743712939563754,0.15049772804113967,0.2079348571620508
67,0.05643294161588932,0.13924883310973357,0.19568177451950208,0.06176213181651799,0.1776214436268033,0.23938357654222697
68,0.05662245823641362,0.1389570756839765,0.1955795344700456,0.06344495808216674,0.18842187998569118,0.2518668353205937
69,0.05569207289316961,0.13737494530646135,0.19306701813092403,0.05454885495887042,0.13430323067140437,0.18885208727863334
70,0.055301135418952416,0.13585036344982873,0.19115149886878113,0.05693061354193715,0.14827930887716007,0.20520992379272934
71,0.055224832376841025,0.13532137126554997,0.19054620254307997,0.07547689354525203,0.2660281230918074,0.3415050144392481
72,0.05478332494565896,0.13454573531952876,0.18932906102096406,0.056464481922992915,0.14994372242847376,0.20640820572509877
73,0.05422756749187084,0.13391202070404357,0.188139587508845,0.073251100724074,0.2559157973018016,0.3291669013225927
74,0.053809689614153666,0.13286987163623906,0.18667956145651354,0.05633314263767901,0.14940557182714298,0.20573871171755775
75,0.0532201035425743,0.1307295216917332,0.18394962502818668,0.0596386594780251,0.1583688851215143,0.21800754652262438
76,0.05301530271966446,0.13134736088161228,0.18436266339515592,0.05192282282717108,0.13331757600152738,0.18524039965287775
77,0.05276486454844167,0.13038914544869948,0.18315401020326197,0.057967557437212415,0.16733369952106195,0.22530125833190648
78,0.05242609247504807,0.12946608282243666,0.18189217619067494,0.054510245731534505,0.1321801954226508,0.18669044087945888
79,0.051980854188305385,0.12831024520514153,0.1802911005614649,0.05235891668318295,0.1355455105899006,0.18790442727308357
80,0.05166258570871772,0.12765699390862006,0.17931958002957943,0.053658286400776696,0.1448972672663607,0.19855555421659024
81,0.05088885205175023,0.12597531954198252,0.17686417317399236,0.0508312020549732,0.1298512219503566,0.18068242345587693
82,0.05073166129082079,0.12546045254271482,0.17619211376482866,0.054011089798711394,0.14875455262210868,0.20276564214609366
83,0.050492674093082,0.12462685885727516,0.1751195330190641,0.05079101122761898,0.12866001257502577,0.17945102380264474
84,0.050306954355487876,0.12471136674477315,0.17501832110026103,0.05115133636029421,0.1374081821128682,0.18855951792370956
85,0.05022637107712191,0.12366225546530277,0.1738886267485455,0.050112920206117066,0.1302495554836802,0.1803624759645237
86,0.04969155041439777,0.12323380393302119,0.17292535434741896,0.048655620157982395,0.12334078539349688,0.1719964058262057
